latitude,longitude,name,names,created_at,updated_at,distance,id
30.343025,-97.356964,Old McDade Rd,"Old McDade Rd,CR-106",Mon Jul 16 2018 12:38:18 GMT-0500 (CDT),Mon Jul 16 2018 12:38:18 GMT-0500 (CDT),1.3960021248121244,861
30.343025,-97.356964,Pistol Hill Ln,Pistol Hill Ln,Mon Jul 16 2018 12:38:18 GMT-0500 (CDT),Mon Jul 16 2018 12:38:18 GMT-0500 (CDT),26.8001459783366,862
30.345583,-97.362442,Old McDade Rd,"Old McDade Rd,CR-106",Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),0.9850844023447131,863
30.345583,-97.362442,E Alamo St,E Alamo St,Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),14.00151939000972,864
30.345583,-97.362442,,,Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),31.829088747330584,865
30.33629,-97.366959,US-290 E,"US-290 E,SH-95",Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),3.2362646065802005,866
30.33629,-97.366959,FM 1704,FM 1704,Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),10.369640457175448,867
30.33629,-97.366959,US-290 W,"US-290 W,SH-95",Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),14.365191329703656,868
30.33629,-97.366959,,,Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),38.247140518373676,869
30.33629,-97.366959,S Avenue C Ave,S Avenue C Ave,Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),Mon Jul 16 2018 12:38:19 GMT-0500 (CDT),45.761342249137066,870
30.335878,-97.370682,Monterrey Cove,Monterrey Cove,Mon Jul 16 2018 12:38:20 GMT-0500 (CDT),Mon Jul 16 2018 12:38:20 GMT-0500 (CDT),2.736250600544651,871
30.335878,-97.370682,Monterrey St,Monterrey St,Mon Jul 16 2018 12:38:20 GMT-0500 (CDT),Mon Jul 16 2018 12:38:20 GMT-0500 (CDT),3.896133494972349,872
30.133135,-97.098808,Frerich Rd,"Frerich Rd,CR-147",Mon Jul 16 2018 12:38:20 GMT-0500 (CDT),Mon Jul 16 2018 12:38:20 GMT-0500 (CDT),1.4218472169465721,873
30.151155,-97.203239,Mustang Dr,"Mustang Dr,CR-188",Mon Jul 16 2018 12:38:21 GMT-0500 (CDT),Mon Jul 16 2018 12:38:21 GMT-0500 (CDT),0.22583332484474866,874
30.346506,-97.291496,Mundine Rd,"Mundine Rd,CR-96",Mon Jul 16 2018 12:38:21 GMT-0500 (CDT),Mon Jul 16 2018 12:38:21 GMT-0500 (CDT),2.0935163744583356,875
30.174931,-97.139549,Antioch Rd,"Antioch Rd,CR-153",Mon Jul 16 2018 12:38:22 GMT-0500 (CDT),Mon Jul 16 2018 12:38:22 GMT-0500 (CDT),0.7022716511739009,876
30.081264,-97.087181,FM 2104,FM 2104,Mon Jul 16 2018 12:38:23 GMT-0500 (CDT),Mon Jul 16 2018 12:38:23 GMT-0500 (CDT),0.14302259619127664,877
30.102629,-97.60965,FM 812,FM 812,Mon Jul 16 2018 12:38:23 GMT-0500 (CDT),Mon Jul 16 2018 12:38:23 GMT-0500 (CDT),7.233274559032744,878
30.227066,-97.461067,Upper Elgin River Rd,"Upper Elgin River Rd,CR-127,Upper Elgin River Rd",Mon Jul 16 2018 12:38:24 GMT-0500 (CDT),Mon Jul 16 2018 12:38:24 GMT-0500 (CDT),3.152866730775758,879
30.289129,-97.396027,FM 1704,FM 1704,Mon Jul 16 2018 12:38:24 GMT-0500 (CDT),Mon Jul 16 2018 12:38:24 GMT-0500 (CDT),0.3010536601587161,880
30.289129,-97.396027,Youngs Prairie Rd,"Youngs Prairie Rd,CR-73",Mon Jul 16 2018 12:38:24 GMT-0500 (CDT),Mon Jul 16 2018 12:38:24 GMT-0500 (CDT),2.3821174424540423,881
30.418858,-97.369957,County Line Rd,County Line Rd,Mon Jul 16 2018 12:38:25 GMT-0500 (CDT),Mon Jul 16 2018 12:38:25 GMT-0500 (CDT),13.446387953067557,882
29.91787,-97.313454,Hofferek Rd,Hofferek Rd,Mon Jul 16 2018 12:38:25 GMT-0500 (CDT),Mon Jul 16 2018 12:38:25 GMT-0500 (CDT),2.226694710577615,883
30.178963,-97.110825,St. Delight Rd,"St. Delight Rd,CR-196",Mon Jul 16 2018 12:38:26 GMT-0500 (CDT),Mon Jul 16 2018 12:38:26 GMT-0500 (CDT),6.054397926261369,884
29.934404,-97.258881,,,Mon Jul 16 2018 12:38:26 GMT-0500 (CDT),Mon Jul 16 2018 12:38:26 GMT-0500 (CDT),7.482187539365508,885
29.934404,-97.258881,FM 535,FM 535,Mon Jul 16 2018 12:38:26 GMT-0500 (CDT),Mon Jul 16 2018 12:38:26 GMT-0500 (CDT),17.93480192602572,886
29.949093,-97.308968,Pine Valley Loop,Pine Valley Loop,Mon Jul 16 2018 12:38:27 GMT-0500 (CDT),Mon Jul 16 2018 12:38:27 GMT-0500 (CDT),4.846049945991809,887
30.226383,-97.464035,Comanche Trl,"Comanche Trl,CR-127",Mon Jul 16 2018 12:38:27 GMT-0500 (CDT),Mon Jul 16 2018 12:38:27 GMT-0500 (CDT),0.5924520631463723,888
30.051336,-97.188866,Kellar Rd,"Kellar Rd,CR-427",Mon Jul 16 2018 12:38:28 GMT-0500 (CDT),Mon Jul 16 2018 12:38:28 GMT-0500 (CDT),3.6654895523139235,889
30.232073,-97.432655,FM 1704,FM 1704,Mon Jul 16 2018 12:38:28 GMT-0500 (CDT),Mon Jul 16 2018 12:38:28 GMT-0500 (CDT),6.566228092905371,890
30.020525,-97.220116,FM 2571,FM 2571,Mon Jul 16 2018 12:38:29 GMT-0500 (CDT),Mon Jul 16 2018 12:38:29 GMT-0500 (CDT),1.6227634393501593,891
29.963112,-97.279053,Easley Rd,Easley Rd,Mon Jul 16 2018 12:38:29 GMT-0500 (CDT),Mon Jul 16 2018 12:38:29 GMT-0500 (CDT),2.0329897851266443,892
30.096045,-97.257645,Peace Haven Ln,Peace Haven Ln,Mon Jul 16 2018 12:38:30 GMT-0500 (CDT),Mon Jul 16 2018 12:38:30 GMT-0500 (CDT),0.7425627461718405,893
30.150024,-97.235573,Kelley Rd E,Kelley Rd E,Mon Jul 16 2018 12:38:31 GMT-0500 (CDT),Mon Jul 16 2018 12:38:31 GMT-0500 (CDT),4.313931652122089,894
30.218374,-97.142967,Railroad Track Rd,"Railroad Track Rd,CR-144",Mon Jul 16 2018 12:38:31 GMT-0500 (CDT),Mon Jul 16 2018 12:38:31 GMT-0500 (CDT),0.14173474345724082,895
30.218374,-97.142967,Paint Creek S Rd,"Paint Creek S Rd,CR-160",Mon Jul 16 2018 12:38:31 GMT-0500 (CDT),Mon Jul 16 2018 12:38:31 GMT-0500 (CDT),3.723604165181276,896
30.218374,-97.142967,,,Mon Jul 16 2018 12:38:31 GMT-0500 (CDT),Mon Jul 16 2018 12:38:31 GMT-0500 (CDT),22.155369885529087,897
30.249611,-97.091125,Lincoln Lake Rd,Lincoln Lake Rd,Mon Jul 16 2018 12:38:32 GMT-0500 (CDT),Mon Jul 16 2018 12:38:32 GMT-0500 (CDT),1.552835048792754,898
30.092052,-97.358566,Shiloh Rd,"Shiloh Rd,CR-82",Mon Jul 16 2018 12:38:32 GMT-0500 (CDT),Mon Jul 16 2018 12:38:32 GMT-0500 (CDT),0.9605514380636803,899
30.092052,-97.358566,S Fitzwilliams Ln,S Fitzwilliams Ln,Mon Jul 16 2018 12:38:32 GMT-0500 (CDT),Mon Jul 16 2018 12:38:32 GMT-0500 (CDT),27.210041561164534,900
30.038326,-97.158798,KLBJ Rd,KLBJ Rd,Mon Jul 16 2018 12:38:33 GMT-0500 (CDT),Mon Jul 16 2018 12:38:33 GMT-0500 (CDT),1.5336789766846137,901
30.038326,-97.158798,FM 153,FM 153,Mon Jul 16 2018 12:38:33 GMT-0500 (CDT),Mon Jul 16 2018 12:38:33 GMT-0500 (CDT),21.5435012460728,902
30.041939,-97.16803,KLBJ Rd,KLBJ Rd,Mon Jul 16 2018 12:38:34 GMT-0500 (CDT),Mon Jul 16 2018 12:38:34 GMT-0500 (CDT),0.9631174906603238,903
30.099607,-97.220306,Alum Creek Rd,"Alum Creek Rd,CR-190",Mon Jul 16 2018 12:38:34 GMT-0500 (CDT),Mon Jul 16 2018 12:38:34 GMT-0500 (CDT),1.8283828909117137,904
29.927925,-97.25,Meduna Rd,Meduna Rd,Mon Jul 16 2018 12:38:35 GMT-0500 (CDT),Mon Jul 16 2018 12:38:35 GMT-0500 (CDT),3.9433514996936925,905
30.120358,-97.100548,Nink Rd,"Nink Rd,CR-196",Mon Jul 16 2018 12:38:35 GMT-0500 (CDT),Mon Jul 16 2018 12:38:35 GMT-0500 (CDT),0.15895942195163057,906
30.145144,-97.113388,St. Delight Rd,"St. Delight Rd,CR-196",Mon Jul 16 2018 12:38:36 GMT-0500 (CDT),Mon Jul 16 2018 12:38:36 GMT-0500 (CDT),2.938659399071369,907
29.93049,-97.3787,Sand Hills Rd,Sand Hills Rd,Mon Jul 16 2018 12:38:36 GMT-0500 (CDT),Mon Jul 16 2018 12:38:36 GMT-0500 (CDT),3.621529787391218,908
30.100201,-97.272743,Park Rd 1-A,Park Rd 1-A,Mon Jul 16 2018 12:38:37 GMT-0500 (CDT),Mon Jul 16 2018 12:38:37 GMT-0500 (CDT),0.1035588120547917,909
30.166477,-97.511711,SH-71 E,SH-71 E,Mon Jul 16 2018 12:38:37 GMT-0500 (CDT),Mon Jul 16 2018 12:38:37 GMT-0500 (CDT),9.1404094046134,910
30.166477,-97.511711,SH-71 W,SH-71 W,Mon Jul 16 2018 12:38:37 GMT-0500 (CDT),Mon Jul 16 2018 12:38:37 GMT-0500 (CDT),20.045609769157167,911
30.166477,-97.511711,,,Mon Jul 16 2018 12:38:37 GMT-0500 (CDT),Mon Jul 16 2018 12:38:37 GMT-0500 (CDT),47.132158681311815,912
30.211784,-97.445938,FM 969,FM 969,Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),10.886793477605972,913
30.211784,-97.445938,FM 1704,FM 1704,Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),46.26099851010099,914
30.335829,-97.367043,FM 1704,FM 1704,Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),1.2543526331944495,915
30.335829,-97.367043,Fisher St,Fisher St,Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),7.936725853554717,916
30.335829,-97.367043,,,Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),Mon Jul 16 2018 12:38:38 GMT-0500 (CDT),26.568547237776723,917
30.343109,-97.374283,Williams St,Williams St,Mon Jul 16 2018 12:38:39 GMT-0500 (CDT),Mon Jul 16 2018 12:38:39 GMT-0500 (CDT),4.21598267407156,918
30.333887,-97.361771,SH-95,SH-95,Mon Jul 16 2018 12:38:39 GMT-0500 (CDT),Mon Jul 16 2018 12:38:39 GMT-0500 (CDT),0.1364696787856913,919
30.333887,-97.361771,,,Mon Jul 16 2018 12:38:39 GMT-0500 (CDT),Mon Jul 16 2018 12:38:39 GMT-0500 (CDT),7.2669205763013105,920
30.333887,-97.361771,Fisher St,Fisher St,Mon Jul 16 2018 12:38:39 GMT-0500 (CDT),Mon Jul 16 2018 12:38:39 GMT-0500 (CDT),14.800274422301825,921
30.196119,-97.42704,FM 969,FM 969,Mon Jul 16 2018 12:38:40 GMT-0500 (CDT),Mon Jul 16 2018 12:38:40 GMT-0500 (CDT),21.102423300466388,922
30.196119,-97.42704,Lower Elgin Rd,"Lower Elgin Rd,CR-55",Mon Jul 16 2018 12:38:40 GMT-0500 (CDT),Mon Jul 16 2018 12:38:40 GMT-0500 (CDT),22.543160942687127,923
30.135187,-97.478523,Lois Ln,Lois Ln,Mon Jul 16 2018 12:38:41 GMT-0500 (CDT),Mon Jul 16 2018 12:38:41 GMT-0500 (CDT),3.73131490924548,924
30.135187,-97.478523,Pope Bend S,"Pope Bend S,CR-241",Mon Jul 16 2018 12:38:41 GMT-0500 (CDT),Mon Jul 16 2018 12:38:41 GMT-0500 (CDT),39.08121625705783,925
30.133759,-97.428055,FM 1209,FM 1209,Mon Jul 16 2018 12:38:41 GMT-0500 (CDT),Mon Jul 16 2018 12:38:41 GMT-0500 (CDT),0.28498144457664304,926
30.071671,-97.572433,FM 812,FM 812,Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),3.190027697974861,927
30.071671,-97.572433,SH-21,SH-21,Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),10.144306375301252,928
30.071671,-97.572433,,,Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),37.91528758890407,929
30.110399,-97.418625,SH-21,SH-21,Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),5.678343846825659,930
30.110399,-97.418625,Mount Olive Rd,Mount Olive Rd,Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),Mon Jul 16 2018 12:38:42 GMT-0500 (CDT),10.450394281530782,931
30.233458,-97.470131,Shadow Oaks Dr,"Shadow Oaks Dr,CR-275",Mon Jul 16 2018 12:38:43 GMT-0500 (CDT),Mon Jul 16 2018 12:38:43 GMT-0500 (CDT),1.4831101762273637,932
30.233458,-97.470131,Hillcrest Cir,Hillcrest Cir,Mon Jul 16 2018 12:38:43 GMT-0500 (CDT),Mon Jul 16 2018 12:38:43 GMT-0500 (CDT),33.37490326835144,933
30.079931,-97.498329,FM 535,FM 535,Mon Jul 16 2018 12:38:43 GMT-0500 (CDT),Mon Jul 16 2018 12:38:43 GMT-0500 (CDT),4.304684375267842,934
30.049198,-97.545784,FM 812,FM 812,Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),3.675367082048931,935
30.049198,-97.545784,Watts Ln,"Watts Ln,CR-250",Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),6.770670544704209,936
30.049198,-97.545784,Old San Antonio Rd,"Old San Antonio Rd,CR-250",Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),7.281603931090318,937
30.242487,-97.45118,Upper Elgin River Rd,"Upper Elgin River Rd,CR-127",Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),0.6244282050025044,938
30.242487,-97.45118,Old Austin Trl,"Old Austin Trl,CR-416",Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),Mon Jul 16 2018 12:38:44 GMT-0500 (CDT),2.700156960106915,939
30.304695,-97.297005,US-290 W,US-290 W,Mon Jul 16 2018 12:38:45 GMT-0500 (CDT),Mon Jul 16 2018 12:38:45 GMT-0500 (CDT),14.174207595300084,940
30.304695,-97.297005,US-290 E,US-290 E,Mon Jul 16 2018 12:38:45 GMT-0500 (CDT),Mon Jul 16 2018 12:38:45 GMT-0500 (CDT),19.596991597668566,941
30.086143,-97.505463,SH-21,SH-21,Mon Jul 16 2018 12:38:45 GMT-0500 (CDT),Mon Jul 16 2018 12:38:45 GMT-0500 (CDT),1.0467468830432423,942
30.16853,-97.403946,FM 969,FM 969,Mon Jul 16 2018 12:38:46 GMT-0500 (CDT),Mon Jul 16 2018 12:38:46 GMT-0500 (CDT),5.880128745656013,943
30.127987,-97.33046,Reids Bend,"Reids Bend,CR-41",Mon Jul 16 2018 12:38:46 GMT-0500 (CDT),Mon Jul 16 2018 12:38:46 GMT-0500 (CDT),1.8609344876613245,944
30.120579,-97.332298,Al Jones St,Al Jones St,Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),2.034308164011919,945
30.120579,-97.332298,Riverwood Dr,Riverwood Dr,Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),10.270069477779298,946
30.120579,-97.332298,,,Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),30.019808865901897,947
30.120579,-97.332298,Phones Ln,Phones Ln,Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),39.13314897205112,948
30.123716,-97.340408,Redd Rd,"Redd Rd,Lower Wood Ln",Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),Mon Jul 16 2018 12:38:47 GMT-0500 (CDT),0.05303150192475229,949
30.11878,-97.335197,Shoreline Dr,Shoreline Dr,Mon Jul 16 2018 12:38:48 GMT-0500 (CDT),Mon Jul 16 2018 12:38:48 GMT-0500 (CDT),0.12513154573679483,950
30.11878,-97.335197,Hasler Shores,"Hasler Shores,CR-244",Mon Jul 16 2018 12:38:48 GMT-0500 (CDT),Mon Jul 16 2018 12:38:48 GMT-0500 (CDT),6.8981164352509285,951
30.1322,-97.572929,Wolf Ln,Wolf Ln,Mon Jul 16 2018 12:38:49 GMT-0500 (CDT),Mon Jul 16 2018 12:38:49 GMT-0500 (CDT),0.02626204141407943,952
30.1322,-97.572929,Fagerquist Rd,Fagerquist Rd,Mon Jul 16 2018 12:38:49 GMT-0500 (CDT),Mon Jul 16 2018 12:38:49 GMT-0500 (CDT),13.226711489415587,953
30.1322,-97.572929,Edge Mont Dr,Edge Mont Dr,Mon Jul 16 2018 12:38:49 GMT-0500 (CDT),Mon Jul 16 2018 12:38:49 GMT-0500 (CDT),39.32347170980002,954
30.155321,-97.237305,Cassel Way,"Cassel Way,CR-124",Mon Jul 16 2018 12:38:49 GMT-0500 (CDT),Mon Jul 16 2018 12:38:49 GMT-0500 (CDT),5.412779499478381,955
30.222258,-97.263367,Oak Hill Cemetery Rd,"Oak Hill Cemetery Rd,CR-361",Mon Jul 16 2018 12:38:50 GMT-0500 (CDT),Mon Jul 16 2018 12:38:50 GMT-0500 (CDT),12.124173556211169,956
30.223463,-97.258026,Herron Trl,"Herron Trl,CR-353",Mon Jul 16 2018 12:38:50 GMT-0500 (CDT),Mon Jul 16 2018 12:38:50 GMT-0500 (CDT),3.333753337460304,957
30.158215,-97.259186,Porter Rd,"Porter Rd,CR-119",Mon Jul 16 2018 12:38:51 GMT-0500 (CDT),Mon Jul 16 2018 12:38:51 GMT-0500 (CDT),3.3362335614447103,958
30.222834,-97.409477,Lower Elgin Rd,"Lower Elgin Rd,CR-55",Mon Jul 16 2018 12:38:51 GMT-0500 (CDT),Mon Jul 16 2018 12:38:51 GMT-0500 (CDT),19.86692422174537,959
29.953863,-97.303185,Pine Valley Loop,Pine Valley Loop,Mon Jul 16 2018 12:38:52 GMT-0500 (CDT),Mon Jul 16 2018 12:38:52 GMT-0500 (CDT),6.221105106326252,960
30.08843,-97.284248,W Kaanapali Ln,W Kaanapali Ln,Mon Jul 16 2018 12:38:52 GMT-0500 (CDT),Mon Jul 16 2018 12:38:52 GMT-0500 (CDT),5.694433796413598,961
30.08843,-97.284248,Tahitian Dr,Tahitian Dr,Mon Jul 16 2018 12:38:52 GMT-0500 (CDT),Mon Jul 16 2018 12:38:52 GMT-0500 (CDT),27.68753928738954,962
30.277292,-97.398445,Lower Elgin Rd,"Lower Elgin Rd,CR-55",Mon Jul 16 2018 12:38:53 GMT-0500 (CDT),Mon Jul 16 2018 12:38:53 GMT-0500 (CDT),25.155576494995206,963
29.931849,-97.310127,SH-304,SH-304,Mon Jul 16 2018 12:38:54 GMT-0500 (CDT),Mon Jul 16 2018 12:38:54 GMT-0500 (CDT),12.611610506904025,964
30.013432,-97.171227,FM 2571,FM 2571,Mon Jul 16 2018 12:38:54 GMT-0500 (CDT),Mon Jul 16 2018 12:38:54 GMT-0500 (CDT),7.063604115961409,965
30.013432,-97.171227,,,Mon Jul 16 2018 12:38:54 GMT-0500 (CDT),Mon Jul 16 2018 12:38:54 GMT-0500 (CDT),37.47649908111341,966
30.26141,-97.147392,Stockade Ranch Rd,"Stockade Ranch Rd,CR-143",Mon Jul 16 2018 12:38:55 GMT-0500 (CDT),Mon Jul 16 2018 12:38:55 GMT-0500 (CDT),37.326124600763535,967
30.015995,-97.539978,Turkey Ridge Rd,Turkey Ridge Rd,Mon Jul 16 2018 12:38:55 GMT-0500 (CDT),Mon Jul 16 2018 12:38:55 GMT-0500 (CDT),18.270199393363168,968
30.015995,-97.539978,Riddle Rd,Riddle Rd,Mon Jul 16 2018 12:38:55 GMT-0500 (CDT),Mon Jul 16 2018 12:38:55 GMT-0500 (CDT),18.680490614444604,969
30.015995,-97.539978,Turckey Ridge Rd,Turckey Ridge Rd,Mon Jul 16 2018 12:38:55 GMT-0500 (CDT),Mon Jul 16 2018 12:38:55 GMT-0500 (CDT),25.986875368192695,970
30.334721,-97.329803,Old McDade Rd,"Old McDade Rd,CR-106",Mon Jul 16 2018 12:38:56 GMT-0500 (CDT),Mon Jul 16 2018 12:38:56 GMT-0500 (CDT),28.639277536697904,971
30.334721,-97.329803,Ewing Ave,Ewing Ave,Mon Jul 16 2018 12:38:56 GMT-0500 (CDT),Mon Jul 16 2018 12:38:56 GMT-0500 (CDT),39.93730453190887,972
30.176414,-97.131813,Old Pin Oak Rd,"Old Pin Oak Rd,CR-159",Mon Jul 16 2018 12:38:56 GMT-0500 (CDT),Mon Jul 16 2018 12:38:56 GMT-0500 (CDT),8.89052404998947,973
30.176414,-97.131813,Antioch Rd,"Antioch Rd,CR-153",Mon Jul 16 2018 12:38:56 GMT-0500 (CDT),Mon Jul 16 2018 12:38:56 GMT-0500 (CDT),47.01639068311136,974
30.053019,-97.242683,Winfield Thicket,"Winfield Thicket,CR-202",Mon Jul 16 2018 12:38:57 GMT-0500 (CDT),Mon Jul 16 2018 12:38:57 GMT-0500 (CDT),7.418930626618524,975
30.053019,-97.242683,Crafts Prairie Rd,"Crafts Prairie Rd,CR-192",Mon Jul 16 2018 12:38:57 GMT-0500 (CDT),Mon Jul 16 2018 12:38:57 GMT-0500 (CDT),26.946188127180115,976
30.277124,-97.187004,Paint Creek Rd,"Paint Creek Rd,CR-162",Mon Jul 16 2018 12:38:57 GMT-0500 (CDT),Mon Jul 16 2018 12:38:57 GMT-0500 (CDT),31.293763322033026,977
29.898951,-97.379982,Community Center Rd,Community Center Rd,Mon Jul 16 2018 12:38:58 GMT-0500 (CDT),Mon Jul 16 2018 12:38:58 GMT-0500 (CDT),13.897410384932972,978
30.270452,-97.151466,Stockade Ranch Rd,"Stockade Ranch Rd,CR-143",Mon Jul 16 2018 12:38:59 GMT-0500 (CDT),Mon Jul 16 2018 12:38:59 GMT-0500 (CDT),12.672994113291617,979
30.074764,-97.298325,Kole Kole Ln,"Kole Kole Ln,Kolekokle Ln",Mon Jul 16 2018 12:38:59 GMT-0500 (CDT),Mon Jul 16 2018 12:38:59 GMT-0500 (CDT),3.8926370178606193,980
30.087278,-97.322655,Koele Ct,Koele Ct,Mon Jul 16 2018 12:39:00 GMT-0500 (CDT),Mon Jul 16 2018 12:39:00 GMT-0500 (CDT),0.031222454678845508,981
30.341646,-97.402588,Littig Rd,"Littig Rd,CR-76",Mon Jul 16 2018 12:39:00 GMT-0500 (CDT),Mon Jul 16 2018 12:39:00 GMT-0500 (CDT),13.575327089493435,982
30.341646,-97.402588,,,Mon Jul 16 2018 12:39:00 GMT-0500 (CDT),Mon Jul 16 2018 12:39:00 GMT-0500 (CDT),16.779179368365767,983
30.043024,-97.411018,Lone Star Rd,"Lone Star Rd,CR-342",Mon Jul 16 2018 12:39:01 GMT-0500 (CDT),Mon Jul 16 2018 12:39:01 GMT-0500 (CDT),18.62603732181451,984
30.044622,-97.092758,Big Bow,Big Bow,Mon Jul 16 2018 12:39:02 GMT-0500 (CDT),Mon Jul 16 2018 12:39:02 GMT-0500 (CDT),19.705708088559827,985
30.104731,-97.213692,Gotier Trace Rd,"Gotier Trace Rd,CR-146",Mon Jul 16 2018 12:39:02 GMT-0500 (CDT),Mon Jul 16 2018 12:39:02 GMT-0500 (CDT),39.14127265375923,986
29.956299,-97.31929,Pine Canyon Dr,Pine Canyon Dr,Mon Jul 16 2018 12:39:03 GMT-0500 (CDT),Mon Jul 16 2018 12:39:03 GMT-0500 (CDT),8.46569048625267,987
30.227524,-97.416107,,,Mon Jul 16 2018 12:39:03 GMT-0500 (CDT),Mon Jul 16 2018 12:39:03 GMT-0500 (CDT),5.79363128425329,988
30.227524,-97.416107,Wilbarger Creek Dr,"Wilbarger Creek Dr,CR-220",Mon Jul 16 2018 12:39:03 GMT-0500 (CDT),Mon Jul 16 2018 12:39:03 GMT-0500 (CDT),10.955962263919174,989
30.156879,-97.226059,Longhorn Dr,"Longhorn Dr,CR-134",Mon Jul 16 2018 12:39:04 GMT-0500 (CDT),Mon Jul 16 2018 12:39:04 GMT-0500 (CDT),0.6498021691561322,990
30.074966,-97.182098,Raven Rd,Raven Rd,Mon Jul 16 2018 12:39:04 GMT-0500 (CDT),Mon Jul 16 2018 12:39:04 GMT-0500 (CDT),3.3011622477561025,991
30.078941,-97.177376,Agget Rd,Agget Rd,Mon Jul 16 2018 12:39:05 GMT-0500 (CDT),Mon Jul 16 2018 12:39:05 GMT-0500 (CDT),17.733783203402048,992
30.036097,-97.568375,The Forest Rd,"The Forest Rd,CR-378",Mon Jul 16 2018 12:39:05 GMT-0500 (CDT),Mon Jul 16 2018 12:39:05 GMT-0500 (CDT),0.2975342270747735,993
30.137945,-97.067429,FM 2239,FM 2239,Mon Jul 16 2018 12:39:06 GMT-0500 (CDT),Mon Jul 16 2018 12:39:06 GMT-0500 (CDT),3.4838362806740086,994
30.285519,-97.36776,Old Sayers Rd,"Old Sayers Rd,CR-49",Mon Jul 16 2018 12:39:06 GMT-0500 (CDT),Mon Jul 16 2018 12:39:06 GMT-0500 (CDT),1.0134849817797933,995
30.028387,-97.071083,FM 153,FM 153,Mon Jul 16 2018 12:39:07 GMT-0500 (CDT),Mon Jul 16 2018 12:39:07 GMT-0500 (CDT),2.8476401344730142,996
30.028387,-97.071083,Karisch Rd,Karisch Rd,Mon Jul 16 2018 12:39:07 GMT-0500 (CDT),Mon Jul 16 2018 12:39:07 GMT-0500 (CDT),12.700338176132695,997
30.083752,-97.182175,Park Rd 1-C,Park Rd 1-C,Mon Jul 16 2018 12:39:07 GMT-0500 (CDT),Mon Jul 16 2018 12:39:07 GMT-0500 (CDT),1.8734149526687083,998
30.079109,-97.268494,Woodland Ct,Woodland Ct,Mon Jul 16 2018 12:40:08 GMT-0500 (CDT),Mon Jul 16 2018 12:40:08 GMT-0500 (CDT),3.289165238541779,999
30.168653,-97.245819,FM 1441,FM 1441,Mon Jul 16 2018 12:40:09 GMT-0500 (CDT),Mon Jul 16 2018 12:40:09 GMT-0500 (CDT),1.517001725702285,1000
30.240887,-97.447853,Dry Willow Rd,"Dry Willow Rd,CR-105",Mon Jul 16 2018 12:40:09 GMT-0500 (CDT),Mon Jul 16 2018 12:40:09 GMT-0500 (CDT),1.1949938232581083,1001
